[Common_Strings].StoryEventsLevelText;Additional deputies (recommended)
[Groups.freedom.:main].DiplomacyText-Question-Neutral;Dude, maybe we should make peace?
[Groups.freedom.:main].DiplomacyText-Question-Alliance;Dude, how about a union? What do you think?
[Groups.freedom.:main].DiplomacyText-Question-BreakAlliance;Dude, sorry, but our paths diverge.
[Groups.freedom.:main].DiplomacyText-RequestMoney-Ask;Hi, man! Freedom needs some spare cash... Could you throw us a sum of this amount:
[Groups.freedom.:main].DiplomacyText-Ans-0-Down;The coffins will become more expensive!
[Groups.freedom.:main].DiplomacyText-Ans-1-Down;O-o-oh... Everything is clear with you, well, okay.
[Groups.freedom.:main].DiplomacyText-Ans-1-No;No, we don't agree.
[Groups.freedom.:main].DiplomacyText-Ans-1-Yes;Okay, agreed!
[Groups.freedom.:main].DiplomacyText-Ans-2-No;No, dude, we're definitely out now.
[Groups.freedom.:main].DiplomacyText-Ans-2-Yes;O-o-oh, cool, dealt with!
[Groups.freedom.:main].DiplomacyText-RequestMoney-Ans-No;Man, what's wrong? We're not ready to throw in that kind of cash right now...
[Groups.freedom.:main].DiplomacyText-RequestMoney-Ans-Yes;Dude, no problem! It's already been transferred!
[Groups.freedom.:main].DiplomacyText-Question-Neutral-No;Hyman. This is sad, depressing news. It's a shame you turned it down, but keep in mind ? we did offer you...
[Groups.freedom.:main].DiplomacyText-Question-Neutral-Yes;Dude, this is great news!
[Groups.freedom.:main].DiplomacyText-Question-Alliance-No;O-o-o... Everything is clear with you, well, okay.
[Groups.freedom.:main].DiplomacyText-Question-Alliance-Yes;Man, this is great!
[Groups.freedom.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.freedom.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.freedom.:main].Text-End-Standart-Lose;The faction was completely destroyed, now the Zone will be divided between other factions. Defeat!
[Groups.freedom.:main].Text-End-Step-Lose;Time's up, you failed to gain control of the Zone. Defeat!
[Groups.freedom.:main].Text-End-EventFlag-Lose;Defeat by event flag!
[Groups.freedom.Anarchy].Text-End-Standart-Victory;Victory! Soon, the Zone was declared a free quasi-state. The head of the SBU turned gray from the news published in the media. Secret documents discovered by the Freedom faction in the Zone's laboratories became publicly available. Now the whole world knows what happened in the Zone and how it came to be!
[Groups.freedom.Anarchy].Text-End-Standart-Lose;Your faction has been completely destroyed. The last of the Freedom soldiers have scattered, lacking the will to fight for the ideals of Freedom. Defeat!
[Groups.freedom.AntiZone].Text-End-Standart-Victory;Victory! It would seem the war is over. The Zone is controlled by a single faction. But not long ago, its ideology changed. And to one opposed by its founders. Even before the war ended, disagreements were brewing among the commanders. It seems a new «War in Zone» is brewing, one that will be purely ideological...
[Groups.freedom.Control].Text-End-Standart-Victory;Victory! Despite the capture of all territories, the situation hasn't stabilized. Many soldiers are dissatisfied with the current situation. Rumors are circulating that government forces are working among the leadership, as it was announced that several key territories, including the Chernobyl Nuclear Power Plant itself, have been transferred to military control. Commanders have already refused to obey orders from their superiors and are forming a unified resistance network. It appears a new phase of the «War in Zone» is approaching...
[Groups.freedom.Crime].Text-End-Standart-Victory;Victory! The Zone was soon declared a free quasi-state. But the faction's recent shift toward criminal activity has led to renewed chaos in the Zone. Within a week, a struggle for power and influence began. This led to new mass battles throughout the exclusion zone. The military has already prepared plans to take key locations, and assaults are about to begin. A new «War in Zone» is already beginning...
[Groups.freedom.Exploring].Text-End-Standart-Victory;Victory! Soon, the leadership contacted the government and made some concessions to avoid conflict with the outside world. The faction members generally supported this approach, as a well-studied enemy is much easier to fight. Stalkers on the ground have already experienced the first results of this cooperation: superior artifact-hunting equipment, more precise devices for identifying anomalous locations, and mutant vulnerabilities. This allowed the faction members to avoid noticing that the documents from the laboratories had been handed over to the government, and that everyone who knew about their contents had suddenly disappeared. They allegedly "lost interest in the Zone and decided to return home". And everyone who finds any documents in the Zone's dungeons continues to disappear to this day...
[Groups.freedom.Growth].Text-End-Standart-Victory;Victory! Soon, the Zone was declared a free quasi-state. The head of the SBU turned gray from the news published in the media. Secret documents discovered by the Freedom faction in the Zone's laboratories became publicly available. Now the whole world knows what happened in the Zone and how it came to be!
[Groups.freedom.Growth].Text-End-Standart-Lose;Your faction has been completely destroyed. The last of the Freedom soldiers have scattered, lacking the will to fight for the ideals of Freedom. Defeat!
[Groups.freedom.Mercenary].Text-End-Standart-Victory;Victory! The Zone is now controlled by a single faction. But recently, its priorities have shifted. Everyone's talking about money and how to make it easier... Organize a "safari for the rich from the outside world"? Or catch a mutant for sale? Perhaps smuggle a rare artifact through the perimeter into someone's private collection? This approach to the Zone hasn't pleased everyone. Among the group's ranks, there are those who still remember what true Freedom once was. They are gradually breaking away from the main force and occupying key points within the perimeter. It's highly likely that the Zone will face new clashes, with many deaths...
[Groups.freedom.Sectarianism].Text-End-Standart-Victory;Victory! It would seem the war is over. The Zone is controlled by a single faction. But recently, priorities have shifted. Everyone is talking about certain patrons from the north. Documents from the laboratories are disappearing into obscurity. Resentment is brewing among the ordinary soldiers over the strange religious speeches of their commanders. Not everyone is ready to be brainwashed by some incomprehensible sermons, especially those in the southern Zone. And recent news about the activation of psionic installations in the north made it clear there is no turning back. A new «War in Zone» is about to begin within the perimeter...
[Groups.freedom.Stability].Text-End-Standart-Victory;Victory! Soon, the faction began leaking information about the Zone to the media. But the Zone's unveiling to the world proceeded extremely slowly and deliberately. Some were under the impression that the elite were in no hurry to fight the government. Some claimed they were stalling because they were trying to enrich themselves as much as possible, while others said the group's leaders didn't want to lose the power they held, and still others claimed the leader had caved in to the government's demands. There was virtually no discontent among the rank-and-file soldiers, as no one was being deprived of their livelihoods, but the ideologically charged commanders began plotting a coup.
[Groups.freedom.Stalkers].Text-End-Standart-Victory;Victory! Soon, the Zone was declared a free quasi-state. But unlike Freedom's original goal of uncovering the Zone's secrets, the current objectives, following a recent shift in priorities, somehow bypassed these secrets. Not entirely. Several scandals were guaranteed for the government following the media publication. After this, the government increased pressure on the faction's leadership, leading to a split. The once united faction fragmented into dozens of smaller ones. However, this did not lead to a new war, only to a few minor conflicts. The military, deciding this was their chance, began preparations for a new operation to seize key locations in the Zone. Will the fragmented group be able to defend its territory? It remains to be seen...
[Groups.freedom.Unknow].Text-End-Standart-Victory;Victory! Soon, the Zone was declared a free quasi-state. The head of the SBU turned gray from the news published in the media. Secret documents discovered by the Freedom faction in the Zone's laboratories became publicly available. Now the whole world knows what happened in the Zone and how it came to be!
[Groups.freedom.Unknow].Text-End-Standart-Lose;Your faction has been completely destroyed. The last of the Freedom soldiers have scattered, lacking the will to fight for the ideals of Freedom. Defeat!
[Groups.freedom.Zombie].Text-End-Standart-Victory;Victory! Now O-Consciousness is safe. Soon, psi-radiation covered the entire Zone thanks to the increased number of emitters. Even the Cordon became dangerous. The government, although didn't release mutants from the Zone, no longer tried to retake it...
[Groups.Mercenaries.:main].Spy1-Name;Newbie
[Groups.Mercenaries.:main].Spy2-Name;Experienced
[Groups.Mercenaries.:main].Spy3-Name;Veteran
[Groups.Mercenaries.:main].Spy4-Name;Master
[Groups.Mercenaries.:main].Name;Mercenaries
[Groups.Mercenaries.:main].Description;The Mercenaries are a rather secretive paramilitary faction specializing in carrying out orders from both within and outside the Zone. Their location is not ideal for controlling their territory, so the leader's goal will likely be to relocate the faction's base to a more sophisticated and convenient one.
[Groups.Mercenaries.:main].DiplomacyText-Question-War;Someone put a hit on you. Nothing personal. Just business.
[Groups.Mercenaries.:main].DiplomacyText-Question-Neutral;This war is not beneficial to either of us. How about peace?
[Groups.Mercenaries.:main].DiplomacyText-Question-Alliance;We would benefit from closer cooperation with you. Do you agree?
[Groups.Mercenaries.:main].DiplomacyText-Question-BreakAlliance;We will no longer cooperate with you.
[Groups.Mercenaries.:main].DiplomacyText-RequestMoney-Ask;We've had a couple of hitches with some contracts. We could use financial assistance in this amount:
[Groups.Mercenaries.:main].DiplomacyText-Ans-0-Down;We will not do business with you anymore!
[Groups.Mercenaries.:main].DiplomacyText-Ans-1-Down;It's sad, you're missing out on your benefit.
[Groups.Mercenaries.:main].DiplomacyText-Ans-1-No;It is not profitable for us now.
[Groups.Mercenaries.:main].DiplomacyText-Ans-1-Yes;Okay, we hope for a mutually beneficial partnership.
[Groups.Mercenaries.:main].DiplomacyText-Ans-2-No;At the moment, it is not profitable for us.
[Groups.Mercenaries.:main].DiplomacyText-Ans-2-Yes;Ok, it's profitable for us.
[Groups.Mercenaries.:main].DiplomacyText-RequestMoney-Ans-No;We don't have many bonuses from contracts right now, so we can't help.
[Groups.Mercenaries.:main].DiplomacyText-RequestMoney-Ans-Yes;Okay, we transferred it.
[Groups.Mercenaries.:main].DiplomacyText-Question-Neutral-No;Refused? Well, okay.
[Groups.Mercenaries.:main].DiplomacyText-Question-Neutral-Yes;Excellent, it's good that you agreed!
[Groups.Mercenaries.:main].DiplomacyText-Question-Alliance-No;Refused? Well, okay.
[Groups.Mercenaries.:main].DiplomacyText-Question-Alliance-Yes;Excellent, it's good that you agreed!
[Groups.Mercenaries.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.Mercenaries.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.Mercenaries.:main].Text-End-Standart-Lose;The faction was completely destroyed, now the Zone will be divided between other factions. Defeat!
[Groups.Mercenaries.:main].Text-End-Step-Lose;Time's up, you failed to gain control of the Zone. Defeat!
[Groups.Mercenaries.:main].Text-End-EventFlag-Lose;Defeat by event flag!
[Groups.Mercenaries.Anarchy].Text-End-Standart-Victory;Victory! Soon, the faction's leadership began openly clashing with the government. Numerous documents were actively leaked to the media for lucrative mercenary rewards. Government forces are already preparing a new plan to storm key territories. It looks like a new «War in Zone» will begin very soon...
[Groups.Mercenaries.AntiZone].Text-End-Standart-Victory;Victory! Soon, the faction's leadership reached an agreement with the government. Part of the territory was transferred to the control of the Military. Many mercenaries decided to leave the Zone, as everything had devolved into contracts for artifact searches and mutant hunts. It seems no new major wars are expected in the Exclusion Zone...
[Groups.Mercenaries.Control].Text-End-Standart-Victory;Victory! Soon, the faction's leadership reached an agreement with the government. Part of the territory was transferred to the control of the Military. Many mercenaries decided to leave the Zone, as everything had devolved into contracts for artifact searches and mutant hunts. It seems no new major wars are expected in the Exclusion Zone...
[Groups.Mercenaries.Crime].Text-End-Standart-Victory;Victory! The Zone soon became a major base for mercenaries from all over the world. The criminal element grew steadily. The mutant population was poorly controlled. Minor clashes constantly erupted throughout the Exclusion Zone. This was unlikely to end well...
[Groups.Mercenaries.Exploring].Text-End-Standart-Victory;Victory! Soon, the faction's leadership reached an agreement with the government. Part of the territory was transferred to the control of the Military. Many mercenaries decided to leave the Zone, as everything had devolved into contracts for artifact searches and mutant hunts. It seems no new major wars are expected in the Exclusion Zone...
[Groups.Mercenaries.Growth].Text-End-Standart-Victory;Victory! The Zone soon became a major base for mercenaries from all over the world. Soldiers were trained there for deployment to any of the planet's hot spots. The mutant population was strictly controlled. They even organized «safaris» for wealthy clients...
[Groups.Mercenaries.Growth].Text-End-Standart-Lose;Your faction has been completely destroyed. The last mercenaries have scattered to other factions that have offered them good pay. Defeat!
[Groups.Mercenaries.Mercenary].Text-End-Standart-Victory;Victory! The Zone soon became a major base for mercenaries from all over the world. Soldiers were trained there for deployment to any of the planet's hot spots. The mutant population was strictly controlled. They even organized «safaris» for wealthy clients...
[Groups.Mercenaries.Mercenary].Text-End-Standart-Lose;Your faction has been completely destroyed. The last mercenaries have scattered to other factions that have offered them good pay. Defeat!
[Groups.Mercenaries.Sectarianism].Text-End-Standart-Victory;Victory! The Zone soon became a major base for mercenaries from all over the world. Soldiers were trained there for deployment to any hotspot on the planet. These excellent soldiers, capable of carrying out any dirty orders without question, completely fearless - they were greatly admired by their clients, though they were perplexed by their religious views. The government delayed solving this problem for a long time, as all forecasts for the assaults predicted high casualties. A decision was made to organize multiple infiltrations to attempt to control the group. We'll see how this plays out...
[Groups.Mercenaries.Stability].Text-End-Standart-Victory;Victory! The Zone soon became a major base for mercenaries from all over the world. Soldiers were trained there for deployment to any of the planet's hot spots. The mutant population was strictly controlled. They even organized «safaris» for wealthy clients...
[Groups.Mercenaries.Stalkers].Text-End-Standart-Victory;Victory! The Zone soon became a major base for mercenaries from all over the world. Soldiers were trained there for deployment to any of the planet's hot spots. The mutant population was strictly controlled. They even organized «safaris» for wealthy clients...
[Groups.Mercenaries.Unknow].Text-End-Standart-Victory;Victory! The Zone soon became a major base for mercenaries from all over the world. Soldiers were trained there for deployment to any of the planet's hot spots. The mutant population was strictly controlled. They even organized «safaris» for wealthy clients...
[Groups.Mercenaries.Zombie].Text-End-Standart-Victory;Victory! Now O-Consciousness is safe. Soon, psi-radiation covered the entire Zone thanks to the increased number of emitters. Even the Cordon became dangerous. The government, although didn't release mutants from the Zone, no longer tried to retake it...
[Groups.monolith.:main].Spy1-Name;Newbie
[Groups.monolith.:main].Spy2-Name;Experienced
[Groups.monolith.:main].Spy3-Name;Veteran
[Groups.monolith.:main].Spy4-Name;Master
[Groups.monolith.:main].Name;Monolith
[Groups.monolith.:main].Description;Monolith is a faction that serves as the O-Consciousness' shield. Its primary goal is to protect the Zone from any external interference. It is extremely hostile to all other factions. Despite its superior weaponry, it has difficulty controlling its territory, as it is located in the northern part of the Zone.
[Groups.monolith.:main].DiplomacyText-Question-War;Find and eradicate!
[Groups.monolith.:main].DiplomacyText-Question-Neutral;The Monolith has commanded us to make peace with you. Do you agree or not?
[Groups.monolith.:main].DiplomacyText-Question-Alliance;The Monolith told us to become your friends.
[Groups.monolith.:main].DiplomacyText-Question-BreakAlliance;The Monolith is unhappy with our union!
[Groups.monolith.:main].DiplomacyText-RequestMoney-Ask;By the will of the Great Monolith, we are sending you a request for a money transfer for our brothers in the following amount:
[Groups.monolith.:main].DiplomacyText-Ans-0-Down;Detect and eradicate! *The interlocutor has added you to the blacklist*
[Groups.monolith.:main].DiplomacyText-Ans-1-Down;Monolith would definitely not approve of this! *The interlocutor has removed you from their friends list*
[Groups.monolith.:main].DiplomacyText-Ans-1-No;You will know the wrath of the Monolith! *The interlocutor has left the chat*
[Groups.monolith.:main].DiplomacyText-Ans-1-Yes;And the day will come, and the Monolith will shine again in its glory! *The interlocutor has left the chat*
[Groups.monolith.:main].DiplomacyText-Ans-2-No;The Monolith definitely won't give its consent. *The interlocutor has left the chat*
[Groups.monolith.:main].DiplomacyText-Ans-2-Yes;Trust no one but Monolith and its brothers, no one. *The interlocutor has added you as a friend*
[Groups.monolith.:main].DiplomacyText-RequestMoney-Ans-No;Monolith said to show no mercy to the infidels! *The interlocutor has excluded you from the chat*
[Groups.monolith.:main].DiplomacyText-RequestMoney-Ans-Yes;The Monolith told me to show compassion to the blind and make you a money transfer.
[Groups.monolith.:main].DiplomacyText-Question-Neutral-No;Then we will find you and destroy you!
[Groups.monolith.:main].DiplomacyText-Question-Neutral-Yes;It couldn't be otherwise. Everything is by the will of the Great Monolith!
[Groups.monolith.:main].DiplomacyText-Question-Alliance-No;It is in vain that you do not follow the will of the Monolith.
[Groups.monolith.:main].DiplomacyText-Question-Alliance-Yes;Let our brothers rejoice and our enemies be terrified!
[Groups.monolith.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.monolith.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.monolith.:main].Text-End-Standart-Lose;The faction was completely destroyed, now the Zone will be divided between other factions. Defeat!
[Groups.monolith.:main].Text-End-Step-Lose;Time's up, you failed to gain control of the Zone. Defeat!
[Groups.monolith.:main].Text-End-EventFlag-Lose;Defeat by event flag!
[Groups.monolith.Anarchy].Text-End-Standart-Victory;Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new «War in Zone» is coming...
[Groups.monolith.AntiZone].Text-End-Standart-Victory;Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new «War in Zone» is coming...
[Groups.monolith.Control].Text-End-Standart-Victory;Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new «War in Zone» is coming...
[Groups.monolith.Crime].Text-End-Standart-Victory;
[Groups.monolith.Exploring].Text-End-Standart-Victory;Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new «War in Zone» is coming...
[Groups.monolith.Growth].Text-End-Standart-Victory;Victory! Monolith securely controls the Zone. The government no longer interferes. Monolithists shoot anyone who tries to enter the Zone. Soon, it is completely closed to outsiders...
[Groups.monolith.Mercenary].Text-End-Standart-Victory;Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new «War in Zone» is coming...
[Groups.monolith.Sectarianism].Text-End-Standart-Victory;Victory! Monolith securely controls the Zone. The government no longer interferes. Monolithists shoot anyone who tries to enter the Zone. Soon, it is completely closed to outsiders...
[Groups.monolith.Stability].Text-End-Standart-Victory;Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new «War in Zone» is coming...
[Groups.monolith.Stalkers].Text-End-Standart-Victory;Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new «War in Zone» is coming...
[Groups.monolith.Unknow].Text-End-Standart-Victory;Victory! Monolith securely controls the Zone. The government no longer interferes. Monolithists shoot anyone who tries to enter the Zone. Soon, it is completely closed to outsiders...
[Groups.monolith.Zombie].Text-End-Standart-Victory;Victory! The Monolith is now safe. Soon, psi-radiation blanketed the entire Zone thanks to the increased number of emitters. Even the Cordon became dangerous. The government, while keeping mutants out of the Zone, no longer attempted to retake it...
[Groups.scientists.:main].Spy1-Name;Newbie
[Groups.scientists.:main].Spy2-Name;Experienced
[Groups.scientists.:main].Spy3-Name;Veteran
[Groups.scientists.:main].Spy4-Name;Master
[Groups.scientists.:main].Name;Scientists
[Groups.scientists.:main].Description;TheStientists' primary mission is to study the Zone, not combat its manifestations in the form of criminals and mutants. They have a base in the Yantar location. They are completely unsuited for combat, but they have a good chance of finding artifacts right from the start.
[Groups.scientists.:main].DiplomacyText-Question-War;You fools! You only get in our way. It's time to teach you a lesson.
[Groups.scientists.:main].DiplomacyText-Question-Neutral;Hello. We want to offer you peace. Do you agree or not?
[Groups.scientists.:main].DiplomacyText-Question-Alliance;Greetings. We want to become your partners, or, as they say, allies, for the good of science. Do you agree or not?
[Groups.scientists.:main].DiplomacyText-Question-BreakAlliance;I'm sorry, but we are no longer interested in cooperation.
[Groups.scientists.:main].DiplomacyText-RequestMoney-Ask;Greetings! We've had a slight hitch with funding for our experiments. Could you please transfer us, for the benefit of science, the following amount:
[Groups.scientists.:main].DiplomacyText-Ans-0-Down;Then defend yourself!
[Groups.scientists.:main].DiplomacyText-Ans-1-Down;It's very bad, but nothing can be done...
[Groups.scientists.:main].DiplomacyText-Ans-1-No;We don't agree to this.
[Groups.scientists.:main].DiplomacyText-Ans-1-Yes;Okay, we agree!
[Groups.scientists.:main].DiplomacyText-Ans-2-No;No, we think it's not time yet...
[Groups.scientists.:main].DiplomacyText-Ans-2-Yes;Agreed.
[Groups.scientists.:main].DiplomacyText-RequestMoney-Ans-No;Unfortunately, we cannot help, as we are currently in a difficult financial situation due to reduced funding and the small number of grants received.
[Groups.scientists.:main].DiplomacyText-RequestMoney-Ans-Yes;Hello! Yes, we have completed the money transfer for the amount specified.
[Groups.scientists.:main].DiplomacyText-Question-Neutral-No;This is extremely short-sighted on your part.
[Groups.scientists.:main].DiplomacyText-Question-Neutral-Yes;Excellent! It's good that you agreed.
[Groups.scientists.:main].DiplomacyText-Question-Alliance-No;You refused? And we were counting on you...
[Groups.scientists.:main].DiplomacyText-Question-Alliance-Yes;Excellent, my friend! We are glad that you agreed.
[Groups.scientists.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.scientists.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.scientists.:main].Text-End-Standart-Lose;The faction was completely destroyed, now the Zone will be divided between other groups. Defeat!
[Groups.scientists.:main].Text-End-Step-Lose;Time's up, you failed to gain control of the Zone. You are dismissed. Defeat!
[Groups.scientists.:main].Text-End-EventFlag-Lose;Defeat by event flag!
[Groups.scientists.Anarchy].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as it reviewed the documents from the laboratories, it decided to immediately classify everything. Weapons, human experiments, the reason for the Zone's existence... It seemed it would remain a secret forever... But leaks began to appear constantly in the media. Some of them were catastrophic. Under public pressure, investigations with open hearings were launched. This will certainly lead to every secret eventually coming to light...
[Groups.scientists.AntiZone].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. The weapons, the human experiments, the reason for the Zone's creation... Now it will remain a secret forever...
[Groups.scientists.Control].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. The weapons, the human experiments, the reason for the Zone's creation... Now it will remain a secret forever...
[Groups.scientists.Crime].Text-End-Standart-Victory;Victory! The government seized control of the Zone with the help of a faction. Due to the lack of proper chain of command, theft and sloppiness began to flourish. For some reason, ammunition for research was in short supply, either because it was unusable or because the necessary supplies were out of stock. Scientists were not studying artifacts and mutants, but secretly selling them abroad. It's unclear what this attitude toward the Zone will lead to, but it's unlikely to be anything good.
[Groups.scientists.Exploring].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. The weapons, the human experiments, the reason for the Zone's creation... Now it will remain a secret forever...
[Groups.scientists.Exploring].Text-End-Standart-Lose;The Zone is a dangerous place. After the destruction of a faction of scientists, the government decided it would no longer risk civilians. You are fired! Defeat!
[Groups.scientists.Growth].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. The weapons, the human experiments, the reason for the Zone's creation... Now it will remain a secret forever...
[Groups.scientists.Growth].Text-End-Standart-Lose;The Zone is a dangerous place. After the destruction of a faction of scientists, the government decided it would no longer risk civilians. You are fired! Defeat!
[Groups.scientists.Mercenary].Text-End-Standart-Victory;Victory! Government forces, led by civilians, have taken control of the entire exclusion zone and are now rapidly restoring order. But the scientists were driven by a desire for profit. Some began accepting dubious contracts from private firms. Research or money? This was the question on everyone's mind...
[Groups.scientists.Sectarianism].Text-End-Standart-Victory;Victory! The government had taken control of the Zone, but local commanders were increasingly wary of respecting the chain of command. Rotation wasn't helping. The SBU reported some element of sectarianism among the commanders, but they couldn't investigate further. The commanders skillfully covered their tracks. So much so that even the O-Consciousness mentioned in the recovered documents was never found...
[Groups.scientists.Stability].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. The weapons, the human experiments, the reason for the Zone's creation... Now it will remain a secret forever...
[Groups.scientists.Stalkers].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. The weapons, the human experiments, the reason for the Zone's creation... Now it will remain a secret forever...
[Groups.scientists.Unknow].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. The weapons, the human experiments, the reason for the Zone's creation... Now it will remain a secret forever...
[Groups.scientists.Unknow].Text-End-Standart-Lose;The Zone is a dangerous place. After the destruction of a faction of scientists, the government decided it would no longer risk civilians. You are fired! Defeat!
[Groups.scientists.Zombie].Text-End-Standart-Victory;Victory! Now O-Consciousness is safe. Soon, psi-radiation covered the entire Zone thanks to the increased number of emitters. Even the Cordon became dangerous. The government, although didn't release mutants from the Zone, no longer tried to retake it...
[Groups.soldiers.:main].Spy1-Name;Newbie
[Groups.soldiers.:main].Spy2-Name;Experienced
[Groups.soldiers.:main].Spy3-Name;Veteran
[Groups.soldiers.:main].Spy4-Name;Master
[Groups.soldiers.:main].Name;Military
[Groups.soldiers.:main].Description;The Military is the state force within the Zone. They consider all living things within the perimeter to be their enemies, except for the Ecologists. They have excellent equipment for fighting any stalkers, but are ill-equipped to deal with the Zone's anomalous creatures.
[Groups.soldiers.:main].DiplomacyText-Question-War;Your presence in the Zone is now considered illegal. If caught, you'll be shot on the spot!
[Groups.soldiers.:main].DiplomacyText-Question-Neutral;Command believes we need to reduce operational activity. How about a ceasefire?
[Groups.soldiers.:main].DiplomacyText-Question-Alliance;Command believes we need an ally in the Zone to conduct operations. Do you agree?
[Groups.soldiers.:main].DiplomacyText-Question-BreakAlliance;We will no longer cooperate!
[Groups.soldiers.:main].DiplomacyText-RequestMoney-Ask;The government requires financial assistance for a new mansion for the general... Ahem. For... For the performance of special tasks in this amount. Can you help?
[Groups.soldiers.:main].DiplomacyText-Ans-0-Down;We'll grind you into dust!
[Groups.soldiers.:main].DiplomacyText-Ans-1-Down;How else should this be understood?
[Groups.soldiers.:main].DiplomacyText-Ans-1-No;No, we cannot turn a blind eye to your presence in the Zone.
[Groups.soldiers.:main].DiplomacyText-Ans-1-Yes;Okay, we'll turn a blind eye to your presence in the Zone...
[Groups.soldiers.:main].DiplomacyText-Ans-2-No;No, we cannot turn a blind eye to your presence in the Zone.
[Groups.soldiers.:main].DiplomacyText-Ans-2-Yes;The army needs an ally in the Zone. Okay, we agree.
[Groups.soldiers.:main].DiplomacyText-RequestMoney-Ans-No;No, we do not provide financial assistance!
[Groups.soldiers.:main].DiplomacyText-RequestMoney-Ans-Yes;Yes,our management has agreed to help you with finances.
[Groups.soldiers.:main].DiplomacyText-Question-Neutral-No;Refused? Well... That was a mistake!
[Groups.soldiers.:main].DiplomacyText-Question-Neutral-Yes;Excellent, it?s good that you agreed!
[Groups.soldiers.:main].DiplomacyText-Question-Alliance-No;Refused? Well... That was a mistake!
[Groups.soldiers.:main].DiplomacyText-Question-Alliance-Yes;Excellent, it?s good that you agreed!
[Groups.soldiers.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.soldiers.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.soldiers.:main].Text-End-Standart-Lose;The faction was completely destroyed, now the Zone will be divided between other factions. Defeat!
[Groups.soldiers.:main].Text-End-Step-Lose;Time's up, you failed to gain control of the Zone. You have been demoted. Defeat!
[Groups.soldiers.:main].Text-End-EventFlag-Lose;Defeat by event flag!
[Groups.soldiers.Anarchy].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as it reviewed the documents from the laboratories, it decided to immediately classify everything. But some of the documentation somehow ended up in the public's hands. Weapons, human experiments, the reason for the Zone's creation... Now much of this has become public knowledge...
